Bshape,Class,Order,Family,Genus,Species,SpecCode,LengthMin,LengthMax,Number,a,b,CoeffDetermination,Type,Score,PopLWRef,DataRef
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Luciobarbus,comizo,9585,26.5,40.09999847,30,0.003,3.301000118,,TL,0.7,55769,55769
elongated,Actinopterygii,Gadiformes,Phycidae,Urophycis,mystacea,60494,,,690,0.0013,3.303999901,,TL,0.6,83819,51038
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,fulvescens,2591,,,981,0.00141,3.303999901,,TL,0.6,3672,3492
elongated,Actinopterygii,Gadiformes,Moridae,Gadella,maraldi,2011,8.399999619,23.39999962,15,0.00301,3.303999901,0.960400045,FL,0.960400045,50427,
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,mustelus,4996,44,97.5,10,0.0008,3.306600094,0.928910494,TL,0.928910494,57057,
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,fulvescens,2591,,,431,0.00153,3.306999922,0.846400023,TL,0.846400023,52328,
elongated,Actinopterygii,Cypriniformes,Cobitidae,Misgurnus,fossilis,4790,12.60000038,23.29999924,24,0.0021,3.306999922,0.970000029,TL,0.970000029,88166,88166
elongated,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,1696,3.900000095,11.10000038,15,0.0035,3.309999943,0.991999984,TL,0.991999984,59105,59105
elongated,Actinopterygii,Gadiformes,Phycidae,Urophycis,mystacea,60494,11.19999981,66.5,980,0.0012,3.312999964,,TL,0.7,83819,51038
elongated,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus,platyrhincus,2598,24.39999962,81.69999695,476,0.00127,3.312999964,0.980000019,TL,0.980000019,82101,82101
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,australis,322,46,131,1879,0.00186,3.312999964,0.970225036,TL,0.970225036,51624,51624
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,fulvescens,2591,,,36,0.017100001,3.313999891,,FL,0.6,3672,
elongated,Actinopterygii,Aulopiformes,Synodontidae,Synodus,variegatus,5398,5,22.20000076,27,0.00495,3.315999985,0.984063983,FL,0.984063983,26587,26587
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,,,751,0.0028,3.318000078,,TL,0.6,32232,
elongated,Actinopterygii,Perciformes,Gempylidae,Rexea,solandri,8490,,,,0.0018,3.319999933,,FL,0.5,9072,12160
elongated,Actinopterygii,Osmeriformes,Argentinidae,Glossanodon,leioglossus,1782,8.300000191,15,18,0.0022,3.319999933,0.994008958,TL,0.994008958,26178,26178
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,9,17.39999962,851,0.0027,3.319999933,0.969399989,TL,0.969399989,51109,
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,9,17.39999962,851,0.0027,3.319999933,0.969397724,TL,0.969397724,51109,
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,undosquamis,1055,7,41,,0.0027,3.319999933,0.960400045,TL,0.960400045,12260,12260
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,30,8,50,202,0.00209,3.321000099,,TL,0.7,42455,33916
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Aulopyge,huegelii,6088,6.53000021,16.61000061,,0.0042,3.322000027,0.999000013,TL,0.999000013,85455,85455
elongated,Actinopterygii,Cypriniformes,Cobitidae,Sabanejewia,balcanica,49108,5.5,8.699999809,36,0.00631,3.322999954,0.860000014,TL,0.860000014,84487,84487
elongated,Actinopterygii,Siluriformes,Siluridae,Silurus,asotus,6566,17.5,45.20000076,35,0.0019,3.325000048,0.958440959,TL,0.958440959,74975,74975
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,mustelus,4996,38.29999924,97.5,24,0.0008,3.325900078,0.949650228,TL,0.949650228,57057,
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,fulvescens,2591,,,,0.00137,3.326999903,,TL,0.5,3672,3764
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,australis,322,36,130,1694,0.0017,3.328000069,0.978121042,TL,0.978121042,51624,51624
elongated,Actinopterygii,Perciformes,Xiphiidae,Xiphias,gladius,226,80,249,252,0.0023,3.329999924,,FL,0.7,8571,8580
elongated,Actinopterygii,Beloniformes,Hemiramphidae,Hemiramphus,brasiliensis,1059,,,,0.00256,3.329999924,,FL,0.5,11824,12021
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,17.82999992,37.97999954,111,0.0045,3.329999924,,FL,0.7,74705,90197
elongated,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,cautus,866,56,119,223,0.00142,3.334000111,0.950625062,TL,0.950625062,7205,7205
elongated,Actinopterygii,Pleuronectiformes,Soleidae,Austroglossus,pectoralis,528,13,42.79999924,833,0.00178,3.335000038,,TL,0.7,3201,3201
elongated,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Parmaturus,xaniurus,833,10.80000019,38,51,0.001203,3.339999914,,TL,0.7,53776,53776
elongated,Actinopterygii,Perciformes,Channichthyidae,Champsocephalus,gunnari,474,11.5,44.79999924,185,0.0016,3.339999914,0.990024984,TL,0.990024984,58849,58849
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,tumbil,6479,,,863,0.002,3.339999914,,TL,0.6,52110,52110
elongated,Actinopterygii,Cypriniformes,Cobitidae,Cobitis,vardarensis,46526,4,10.60000038,23,0.0033,3.339999914,0.992999971,TL,0.992999971,59105,59105
elongated,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,obesus,907,52,108,20,0.0018,3.343930006,0.942841053,FL,0.942841053,55787,55787
elongated,Actinopterygii,Aulopiformes,Synodontidae,Synodus,dermatogenys,12620,8,16.5,43,0.00465,3.345530033,0.968256056,FL,0.968256056,55787,55787
elongated,Actinopterygii,Gadiformes,Moridae,Laemonema,laureysi,2013,29,36,14,0.0023,3.345999956,0.728999972,TL,0.728999972,89108,
elongated,Actinopterygii,Clupeiformes,Engraulidae,Encrasicholina,heteroloba,556,,,737,0.0024,3.349999905,0.960400045,FL,0.960400045,4383,4383
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,galeus,4642,85,153,458,0.0008,3.350399971,0.77730006,TL,0.77730006,45059,
elongated,Actinopterygii,Perciformes,Sillaginidae,Sillago,sihama,4544,9.399999619,20.29999924,108,0.00317,3.355000019,0.931224942,TL,0.931224942,42805,42805
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,fulvescens,2591,,,1648,0.00125,3.357000113,0.883599997,TL,0.883599997,52328,
elongated,Actinopterygii,Perciformes,Echeneidae,Echeneis,naucrates,2467,12,84.5,342,0.00075,3.357789993,0.964323997,FL,0.964323997,55787,55787
elongated,Actinopterygii,Esociformes,Esocidae,Esox,masquinongy,2711,,,,0.001455,3.359999895,0.980000019,TL,0.980000019,91182,
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,tumbil,6479,,,1390,0.002,3.359999895,,TL,0.6,52110,52110
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,,,45,0.0026,3.359999895,0.995999992,FL,0.995999992,74705,89788
elongated,Actinopterygii,Beloniformes,Belonidae,Strongylura,urvillii,14497,29,73.5,23,0.00046,3.360510111,0.982080996,FL,0.982080996,55787,55787
elongated,Actinopterygii,Perciformes,Sillaginidae,Sillago,sihama,4544,17.10000038,20.79999924,8,0.00285,3.361999989,0.904400945,TL,0.904400945,7340,7340
elongated,Actinopterygii,Perciformes,Channichthyidae,Champsocephalus,gunnari,474,10,45,956,0.0017,3.362999916,0.980100036,TL,0.980100036,7153,7153
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,fulvescens,2591,,,1074,0.00111,3.36500001,,TL,0.6,59119,59119
elongated,Actinopterygii,Siluriformes,Clariidae,Clarias,macromystax,2093,16.5,27.20000076,96,0.0025,3.367000103,0.958440959,TL,0.958440959,11363,11363
elongated,Actinopterygii,Siluriformes,Ariidae,Sciades,herzbergii,951,10,42.5,845,0.0032,3.368999958,0.963,TL,0.963,83865,83865
elongated,Actinopterygii,Beloniformes,Hemiramphidae,Hemiramphus,brasiliensis,1059,19,32,90,0.00122,3.369999886,,FL,0.7,11824,11824
elongated,Actinopterygii,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,agassizi,1808,7.699999809,17.5,378,0.0027,3.369999886,0.980000019,TL,0.980000019,57058,57058
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Parachondrostoma,miegii,62725,9.5,18.5,40,0.0038,3.374000072,0.982080996,TL,0.982080996,71904,71904
elongated,Actinopterygii,Characiformes,Hepsetidae,Hepsetus,odoe,4530,13,35.5,60,0.0022,3.375999928,0.990024984,TL,0.990024984,11363,11363
elongated,Actinopterygii,Osmeriformes,Argentinidae,Argentina,sphyraena,20,5,23,18,0.0017,3.378000021,0.990024984,TL,0.990024984,13720,13720
elongated,Actinopterygii,Aulopiformes,Chlorophthalmidae,Chlorophthalmus,agassizi,1808,5,12,134,0.00312,3.380000114,,FL,0.7,11824,12035
elongated,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Triaenodon,obesus,907,52,108,20,0.00145,3.381999969,0.811801016,TL,0.811801016,26587,26587
elongated,Actinopterygii,Perciformes,Channichthyidae,Champsocephalus,gunnari,474,11.5,46.5,594,0.0015,3.381999969,0.990024984,TL,0.990024984,58849,58849
elongated,Actinopterygii,Gadiformes,Macrouridae,Albatrossia,pectoralis,8435,,,,0.000735,3.38560009,0.776160955,TL,0.776160955,75007,
elongated,Actinopterygii,Notacanthiformes,Notacanthidae,Notacanthus,chemnitzii,2661,,,,0.000466,3.390000105,0.980100036,TL,0.980100036,31612,31612
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,19.10000038,41.59999847,166,0.0022,3.390000105,0.921999991,FL,0.921999991,74705,90277
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,mustelus,4996,38.29999924,97.5,14,0.0006,3.39199996,0.966092467,TL,0.966092467,57057,
elongated,Elasmobranchii,Squaliformes,Centrophoridae,Centrophorus,granulosus,648,82,107,22,0.001,3.394999981,0.870000005,FL,0.870000005,89108,
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,tumbil,6479,11.19999981,50.29999924,1025,0.00266,3.395999908,0.988036036,FL,0.988036036,42814,42814
elongated,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Galeus,polli,811,,,146,0.0008,3.398900032,0.944783986,TL,0.944783986,57682,57682
elongated,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,novaezealandiae,13146,25.79999924,73.19999695,176,0.001205,3.398999929,0.990024984,TL,0.990024984,52469,52469
elongated,Actinopterygii,Esociformes,Esocidae,Esox,masquinongy,2711,,,,0.00124,3.398999929,,TL,0.5,3672,3843
elongated,Actinopterygii,Gadiformes,Lotidae,Gaidropsarus,vulgaris,1876,7.900000095,14.80000019,6,0.00221,3.40199995,0.940900028,TL,0.940900028,50427,
elongated,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,australis,322,,,,0.00133,3.410000086,,TL,0.5,9072,12163
elongated,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,parva,535,7.900000095,10.39999962,32,0.00145,3.410000086,,FL,0.7,8571,
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,36,59,25,0.001158,3.411000013,0.976143956,TL,0.976143956,57885,
elongated,Actinopterygii,Perciformes,Channichthyidae,Champsocephalus,gunnari,474,12.5,51.5,530,0.0017,3.421000004,0.958440959,TL,0.958440959,58849,58849
elongated,Actinopterygii,Siluriformes,Ictaluridae,Pylodictis,olivaris,3051,,,,0.00219,3.421000004,0.933156013,TL,0.933156013,3672,3925
elongated,Actinopterygii,Aulopiformes,Synodontidae,Saurida,tumbil,6479,11.80000019,39.59999847,965,0.00253,3.426000118,0.984063983,FL,0.984063983,42814,42814
elongated,Actinopterygii,Perciformes,Rachycentridae,Rachycentron,canadum,3542,35,165,915,0.00153,3.427999973,0.964323997,TL,0.964323997,52687,52687
elongated,Actinopterygii,Siluriformes,Pangasiidae,Pangasius,conchophilus,14126,18,43,269,0.00149,3.428999901,0.95624733,TL,0.95624733,37771,37771
elongated,Actinopterygii,Perciformes,Channichthyidae,Champsocephalus,gunnari,474,20,42,113,0.0014,3.430999994,0.960400045,TL,0.960400045,7153,7153
elongated,Actinopterygii,Aulopiformes,Synodontidae,Synodus,variegatus,5398,10.80000019,20.5,52,0.00262,3.430999994,0.950625062,TL,0.950625062,48600,48600
elongated,Actinopterygii,Osmeriformes,Osmeridae,Osmerus,eperlanus,1334,8,18,524,0.0025,3.433300018,0.998200893,FL,0.998200893,56508,
elongated,Actinopterygii,Siluriformes,Bagridae,Hemibagrus,maydelli,58670,,,,0.00118,3.434000015,,TL,0.5,43629,
elongated,Actinopterygii,Aulopiformes,Notosudidae,Scopelosaurus,adleri,60268,19.79999924,30,29,0.00104,3.440000057,0.967999995,TL,0.967999995,80637,80637
elongated,Actinopterygii,Siluriformes,Ictaluridae,Pylodictis,olivaris,3051,63.5,91.40000153,26,0.00195,3.440000057,,TL,0.7,3672,3774
elongated,Actinopterygii,Esociformes,Esocidae,Esox,lucius,258,19.10000038,37.29999924,97,0.0018,3.450000048,0.925000012,FL,0.925000012,74705,90277
elongated,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus,oculatus,1075,37.79999924,68.80000305,14,0.00364,3.453000069,,TL,0.7,3672,4730
elongated,Actinopterygii,Pleuronectiformes,Soleidae,Austroglossus,pectoralis,528,14.60000038,57,923,0.00125,3.453999996,,TL,0.7,3201,3201
elongated,Actinopterygii,Acipenseriformes,Polyodontidae,Polyodon,spathula,174,,,,0.01,3.460000038,0.948675931,FL,0.948675931,5734,5734
elongated,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,altimus,859,97,210,38,0.00102,3.460999966,0.894915938,FL,0.894915938,27093,27093
elongated,Actinopterygii,Acipenseriformes,Polyodontidae,Polyodon,spathula,174,40.59999847,152.3999939,,0.000446,3.463999987,,TL,0.7,3672,3761
elongated,Holocephali,Chimaeriformes,Chimaeridae,Chimaera,monstrosa,2503,31.60000038,93.30000305,22,0.00014,3.474999905,0.883599997,TL,0.883599997,50427,
elongated,Actinopterygii,Gadiformes,Macrouridae,Albatrossia,pectoralis,8435,74,115,21,0.000461,3.480000019,0.935000002,TL,0.935000002,80637,80637
elongated,Actinopterygii,Gadiformes,Moridae,Antimora,rostrata,2005,15.60000038,35.29999924,,0.001202,3.480000019,,TL,0.7,31608,31608
elongated,Actinopterygii,Aulopiformes,Synodontidae,Synodus,variegatus,5398,5,22.20000076,37,0.00314,3.483799934,0.984063983,FL,0.984063983,55787,55787
elongated,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,1696,7.599999905,11.69999981,14,0.0015,3.484999895,0.991999984,TL,0.991999984,88088,88088
elongated,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,barracuda,1235,,,,0.008,3.486999989,,FL,0.5,13622,160
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Schizothorax,davidi,55954,10.30000019,30.60000038,37,0.002,3.49000001,0.975000024,TL,0.975000024,89110,
elongated,Actinopterygii,Cypriniformes,Cyprinidae,Gobio,acutipinnatus,60099,2.200000048,7.900000095,33,0.007,3.493999958,0.984000027,TL,0.984000027,88165,88165
elongated,Actinopterygii,Perciformes,Plesiopidae,Plesiops,coeruleolineatus,8005,3.5,10.5,23,0.0067,3.496000051,0.889249027,FL,0.889249027,55787,55787
elongated,Actinopterygii,Perciformes,Scombridae,Acanthocybium,solandri,89,,,72,0.000467,3.502000093,,TL,0.6,54183,78571
elongated,Actinopterygii,Perciformes,Channichthyidae,Champsocephalus,gunnari,474,23,40,496,0.0011,3.513000011,0.960400045,TL,0.960400045,7153,7153
elongated,Actinopterygii,Syngnathiformes,Aulostomidae,Aulostomus,chinensis,1309,31.79999924,68,11,0.00021,3.514430046,0.978121042,FL,0.978121042,55787,55787
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,,,,0.002,3.516000032,,TL,0.5,92145,56708
elongated,Actinopterygii,Gadiformes,Moridae,Antimora,rostrata,2005,15,65,,0.001,3.517999887,0.970225036,TL,0.970225036,57668,57668
elongated,Actinopterygii,Perciformes,Channichthyidae,Cryodraco,antarcticus,7111,20.5,45.5,181,0.0006,3.522000074,0.919681013,TL,0.919681013,58849,58849
elongated,Actinopterygii,Gadiformes,Macrouridae,Albatrossia,pectoralis,8435,69,149,867,0.000372,3.529999971,0.86500001,TL,0.86500001,80637,80637
elongated,Actinopterygii,Siluriformes,Pangasiidae,Helicophagus,waandersii,14226,23.70000076,45,12,0.000776,3.549000025,0.971090019,TL,0.971090019,37771,37771
elongated,Actinopterygii,Perciformes,Blenniidae,Plagiotremus,rhinorhynchos,6071,6,9.5,16,0.00198,3.549000025,0.910116017,FL,0.910116017,26587,26587
elongated,Actinopterygii,Perciformes,Gempylidae,Rexea,solandri,8490,,,,0.0008,3.549999952,,FL,0.5,9072,12159
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,,,409,0.00142,3.559999943,0.960008025,TL,0.960008025,42455,33886
elongated,Actinopterygii,Perciformes,Channichthyidae,Chaenocephalus,aceratus,473,13,51,193,0.0007,3.569999933,0.980100036,TL,0.980100036,7153,7153
elongated,Actinopterygii,Aulopiformes,Notosudidae,Scopelosaurus,adleri,60268,25.20000076,32,74,0.000724,3.569999933,0.859000027,TL,0.859000027,80637,80637
elongated,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,galeus,4642,,,,0.0003,3.579999924,,FL,0.5,9072,
elongated,Actinopterygii,Perciformes,Channichthyidae,Chaenocephalus,aceratus,473,24,73,,0.000645,3.589999914,,TL,0.7,7155,7155
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,,,472,0.00128,3.589999914,0.909925163,TL,0.909925163,42455,33886
elongated,Actinopterygii,Perciformes,Channichthyidae,Chaenocephalus,aceratus,473,20,31,47,0.0006,3.595000029,0.980100036,TL,0.980100036,7153,7153
elongated,Actinopterygii,Perciformes,Channichthyidae,Chaenocephalus,aceratus,473,13,52,173,0.0007,3.59800005,0.980100036,TL,0.980100036,7153,7153
elongated,Actinopterygii,Gadiformes,Moridae,Antimora,rostrata,2005,15,65,,0.0007,3.605000019,0.982080996,TL,0.982080996,57668,57668
elongated,Actinopterygii,Perciformes,Gempylidae,Thyrsitoides,marleyi,7698,,,,0.0015,3.608999968,,FL,0.5,13622,160
elongated,Elasmobranchii,Squaliformes,Somniosidae,Centroscymnus,owstonii,666,50.59999847,109,83,0.00102,3.609999895,,TL,0.7,31054,31054
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,ruthenus,4604,38,87,135,0.0004,3.612499952,0.978121042,TL,0.978121042,56502,
elongated,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Scyliorhinus,canicula,845,23.39999962,62.59999847,1331,0.0003,3.61500001,0.831744015,TL,0.831744015,59122,
elongated,Actinopterygii,Perciformes,Channichthyidae,Champsocephalus,gunnari,474,25,43,151,0.0006,3.654999971,0.980100036,TL,0.980100036,7153,7153
elongated,Actinopterygii,Perciformes,Channichthyidae,Chaenocephalus,aceratus,473,13,69,106,0.0005,3.665999889,0.980100036,TL,0.980100036,7153,7153
elongated,Actinopterygii,Perciformes,Channichthyidae,Chionodraco,rastrospinosus,476,16.5,48.5,321,0.0008,3.681999922,0.958440959,TL,0.958440959,58849,58849
elongated,Actinopterygii,Gadiformes,Macrouridae,Albatrossia,pectoralis,8435,,,,0.0001586,3.70449996,0.923521042,TL,0.923521042,75007,
elongated,Actinopterygii,Perciformes,Channichthyidae,Chaenocephalus,aceratus,473,14,56,80,0.0004,3.704999924,0.980100036,TL,0.980100036,7153,7153
elongated,Actinopterygii,Gadiformes,Moridae,Antimora,rostrata,2005,21.70000076,38.40000153,,0.000513,3.730000019,,TL,0.7,31608,31608
elongated,Actinopterygii,Perciformes,Channichthyidae,Chaenocephalus,aceratus,473,21,63,85,0.0004,3.746999979,0.980100036,TL,0.980100036,7153,7153
elongated,Actinopterygii,Perciformes,Channichthyidae,Chaenocephalus,aceratus,473,20,65,89,0.0003,3.809000015,0.980100036,TL,0.980100036,7153,7153
elongated,Actinopterygii,Gadiformes,Macrouridae,Malacocephalus,occidentalis,4990,15.19999981,45.5,37,0.00014,3.815999985,0.978121042,TL,0.978121042,39376,39376
elongated,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,encrasicolus,66,5.800000191,14,759,0.0008,3.822000027,0.949999988,TL,0.949999988,86716,92143
elongated,Actinopterygii,Acipenseriformes,Acipenseridae,Acipenser,ruthenus,4604,49,77,,0.0002,3.862900019,0.902689993,TL,0.902689993,56523,
elongated,Actinopterygii,Ophidiiformes,Ophidiidae,Raneya,brasiliensis,51193,17.20000076,30,25,0.000334,3.869999886,0.980100036,TL,0.980100036,39376,39376
elongated,Actinopterygii,Perciformes,Channichthyidae,Chaenocephalus,aceratus,473,23,52,56,0.0002,3.924000025,0.960400045,TL,0.960400045,7153,7153
fusiform,Actinopterygii,Siluriformes,Auchenipteridae,Pseudauchenipterus,nodosus,963,2.900000095,7.300000191,174,0.058200002,2.084800005,0.989000022,TL,0.989000022,83806,83806
fusiform,Actinopterygii,Siluriformes,Ariidae,Ariopsis,guatemalensis,13471,,,,0.181999996,2.095999956,,FL,0.5,6997,32972
fusiform,Actinopterygii,Clupeiformes,Clupeidae,Pellonula,leonensis,1536,5,12.5,48,0.0438,2.134000063,0.815409005,TL,0.815409005,12360,12360
fusiform,Actinopterygii,Characiformes,Distichodontidae,Nannaethiops,unitaeniatus,5261,3.200000048,5.800000191,82,0.065300003,2.157999992,0.960400045,TL,0.960400045,11363,11363
fusiform,Actinopterygii,Perciformes,Labridae,Oxycheilinus,bimaculatus,5596,5,13,28,0.093000002,2.167999983,0.935088992,TL,0.935088992,26587,26587
fusiform,Actinopterygii,Perciformes,Scombridae,Thunnus,alalunga,142,58,94,77,0.091799997,2.184999943,0.866699994,FL,0.866699994,81511,81511
fusiform,Actinopterygii,Scorpaeniformes,Cottidae,Hemilepidotus,zapus,4096,11.5,26,150,0.210299999,2.207099915,0.966682255,TL,0.966682255,56594,56594
fusiform,Actinopterygii,Perciformes,Scombridae,Thunnus,alalunga,142,68,102,59,0.084399998,2.227499962,0.880599976,FL,0.880599976,81511,81511
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Barbonymus,gonionotus,286,14.5,40.5,150,0.041299999,2.230999947,0.990024984,TL,0.990024984,8609,8609
