"","australian_source","caab","class","order","family","subfamily","genus","species","scientific_name","australian_common_name","global_region","marine_region","global_source","fb_code","fb_length_at_maturity_cm","fb_length_weight_measure","fb_a","fb_b","fb_a_ll","fb_b_ll","fb_length_weight_source","fb_vulnerability","fb_countries","fb_status","length_max_cm","length_max_type","length_max_source","fb_trophic_level","fb_trophic_level_se","fb_trophic_level_source","foa_min_depth","foa_max_depth","rls_trophic_group","rls_water_column","rls_substrate_type","rls_thermal_niche","local_source","epbc_threat_status","iucn_ranking","fishing_mortality","fishing_type","min_legal_nt","max_legal_nt","min_legal_wa","max_legal_wa","min_legal_qld","max_legal_qld","min_legal_nsw","max_legal_nsw","min_legal_vic","max_legal_vic","min_legal_sa","max_legal_sa","min_legal_tas","max_legal_tas"
"247","CAAB","37311147","Actinopterygii","Perciformes","Serranidae",NA,"Hyporthodus","ergastularius","Hyporthodus ergastularius","Banded Rockcod","Australia","TE, CS","FishBase","7342",NA,NA,0.0138,3.04,NA,NA,"Based on LWR estimates for this Genus-body shape.",90,"Australia","native",157,"TL;","Fishbase","4.0","0.7","based on size and trophs of closest relative","7","400",NA,NA,NA,NA,"Harvey et al 2020",NA,"Near Threatened","Y","C/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","CAAB","37311148","Actinopterygii","Perciformes","Serranidae",NA,"Epinephelus","howlandi","Epinephelus howlandi","Blacksaddle Rockcod","Australia","CS","FishBase","7348",NA,"TL",0.0211,2.877,0,1,"Species specific",42,"Australia, Fiji, Kiribati, Guam, Hong Kong, Indonesia, Japan, Ryukyu Is., New Caledonia, Vanuatu, North Marianas, US Minor Is., Micronesia, Marshall Is., Palau, Papua New Guinea, Pitcairn, Tonga, Wallis Futuna, Samoa, Ogasawara Is., Lord Howe I.","native",55,"TL","Fishbase","4.0","0.64","based on food items","0","37",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","Y","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","CAAB","37311149","Actinopterygii","Perciformes","Serranidae",NA,"Epinephelus","macrospilos","Epinephelus macrospilos","Snubnose Grouper","Australia","CS, TE","FishBase","6661",NA,"TL",0.0136,3.021,0,1.00276499986649,"Species specific",40.4,"Australia, Solomon Is., Cambodia, Sri Lanka, China, Chinese Taipei, Cocos Is. (Keel), Comoros, Mayotte, Fiji, Marquesas Is., French Polynesia, Bassas da India, Kiribati, Hong Kong, India, Indonesia, Japan, Ryukyu Is., Kenya, Madagascar, Malaysia, Maldives, Mauritius, Mozambique, New Caledonia, US Minor Is., Micronesia, Marshall Is., Palau, Papua New Guinea, Philippines, Timor-Leste, La Reunion Is., Seychelles, Viet Nam, South Africa, Chagos Is., Tanzania, Samoa, Andaman Is., Ogasawara Is.","native",51,NA,"Fishbase","3.8","0.5","based on diet studies",NA,NA,"higher carnivore","Demersal","Hard bottom",26.008,"Harvey et al 2020",NA,"Least Concern","Y","C/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","CAAB","37311150","Actinopterygii","Perciformes","Serranidae",NA,"Epinephelus","malabaricus","Epinephelus malabaricus","Blackspotted Rockcod","Australia","NW, N, CS, TE","FishBase","6439",73,"TL",0.0128,3.034,0,1,"Species specific",40.44,"Australia, Sri Lanka, China, Chinese Taipei, Comoros, Mayotte, Fiji, Djibouti, Hong Kong, India, Indonesia, Iran, Iraq, Israel, Japan, Ryukyu Is., Jordan, Kenya, Madagascar, Malaysia, Maldives, Malta, Mauritius, Mozambique, Oman, New Caledonia, Micronesia, Palau, Pakistan, Papua New Guinea, Philippines, Timor-Leste, La Reunion Is., Saudi Arabia, Seychelles, Singapore, Viet Nam, Somalia, South Africa, Sudan, Thailand, Tonga, Egypt, Tanzania, Yemen, Eritrea, Andaman Is., Rodriguez, Socotra Arch.","native",234,NA,"Fishbase","4.2","0.50","based on food items",NA,NA,"higher carnivore","Demersal","Hard bottom",27.5838,"Harvey et al 2020",NA,"Least Concern","Y","C/R",NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","CAAB","37311151","Actinopterygii","Perciformes","Serranidae",NA,"Epinephelus","morrhua","Epinephelus morrhua","Comet Grouper","Australia","CS, TE, N, NW","FishBase","5353",NA,"FL",0.0606,2.624,0,1,"Species specific",42.81,"American Samoa, Australia, Sri Lanka, China, Chinese Taipei, Christmas I., Comoros, Mayotte, Cook Is., Fiji, Tuamotu Is., French Polynesia, Djibouti, Guam, Hong Kong, India, Indonesia, Israel, Japan, Ryukyu Is., Jordan, Kenya, Madagascar, Malaysia, Maldives, Mauritius, Mozambique, Oman, New Caledonia, North Marianas, Micronesia, Palau, Pakistan, Papua New Guinea, Philippines, La Reunion Is., Saudi Arabia, Seychelles, Viet Nam, Somalia, South Africa, Sudan, Thailand, Tonga, Tuvalu, Egypt, Chagos Is., Tanzania, Wallis Futuna, Samoa, Yemen, Eritrea, Andaman Is., Ogasawara Is., Socotra Arch.","native",90,NA,"Fishbase","4.0","0.65","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,"Y","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","CAAB","37311152","Actinopterygii","Perciformes","Serranidae",NA,"Hyporthodus","octofasciatus","Hyporthodus octofasciatus","Eightbar Grouper","Australia","Christmas Island, NW, CS, TE, Lord Howe, SW","FishBase","7355",NA,"TL",0.01476,3.0229,0,1,"Species specific",68.09,"Australia, China, Chinese Taipei, Christmas I., Comoros, Fiji, Tahiti, Marquesas Is., French Polynesia, Guam, India, Japan, Ryukyu Is., Kenya, Korea (South), Madagascar, Maldives, Mauritius, New Caledonia, New Zealand, Kermadec Is., Norfolk I., North Marianas, La Reunion Is., Singapore, Somalia, South Africa, Tonga, Chagos Is., Yemen, Ogasawara Is.","native",130,"TL","Fishbase","4.0","0.7","based on size and trophs of closest relative","40","350","higher carnivore","Demersal","Hard bottom",NA,"Harvey et al 2020",NA,"Least Concern","Y","C/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","CAAB","37311153","Actinopterygii","Perciformes","Serranidae",NA,"Hyporthodus","perplexus","Hyporthodus perplexus","Puzzling Grouper","Australia","TE","FishBase","7356",NA,NA,0.0138,3.04,NA,NA,"Based on LWR estimates for this Genus-body shape.",42.69,"Australia","native",56.5,"TL","Fishes of Australia","3.8","0.7","based on size and trophs of closest relative","129","137",NA,NA,NA,NA,"Harvey et al 2020",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","CAAB","37311154","Actinopterygii","Perciformes","Serranidae",NA,"Epinephelus","polystigma","Epinephelus polystigma","Whitedotted Grouper","Australia","CS, TE","FishBase","6474",NA,NA,0.01175,3.04,NA,NA,"Based on LWR estimates for this Genus-body shape.",38,"Australia, Solomon Is., Indonesia, Papua New Guinea, Philippines, Andaman Is.","native",50,"TL","Fishes of Australia","3.8","0.5","based on size and trophs of closest relative",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","CAAB","37311155","Actinopterygii","Perciformes","Serranidae",NA,"Epinephelus","spilotoceps","Epinephelus spilotoceps","Foursaddle Grouper","Australia","NW, N, CS","FishBase","5837",NA,"FL",0.0228,2.91,0,1,"Species specific",37.5,"Australia, Solomon Is., China, Chinese Taipei, Christmas I., Cocos Is. (Keel), Comoros, Mayotte, Cook Is., Fiji, Bassas da India, Kiribati, India, Indonesia, Madagascar, Maldives, Mauritius, Mozambique, New Caledonia, Niue, Caroline I., Micronesia, Marshall Is., Palau, Papua New Guinea, Philippines, Pitcairn, Timor-Leste, La Reunion Is., Seychelles, Viet Nam, South Africa, Tonga, Chagos Is., Tanzania, Wake I., Samoa, Andaman Is., Rodriguez","native",47.5,"TL","Fishbase","3.8","0.5","based on size and trophs of closest relative","0","30","higher carnivore","Demersal","Hard bottom",NA,"Harvey et al 2020",NA,"Least Concern","Y","C/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","CAAB","37311162","Actinopterygii","Perciformes","Serranidae",NA,"Plectropomus","oligacanthus","Plectropomus oligacanthus","Vermicular Cod","Australia","CS","FishBase","7319",NA,"TL",0.0132,3,0,1.02265000343323,"Species specific",50,"Australia, Solomon Is., Cambodia, China, Hong Kong, Indonesia, Malaysia, Vanuatu, Micronesia, Marshall Is., Palau, Papua New Guinea, Philippines, Timor-Leste, Viet Nam, Wake I.","native",75,"TL","Fishbase","4.0","0.66","based on food items","5","147","higher carnivore","Demersal","Hard bottom",NA,"Harvey et al 2020",NA,"Least Concern","Y","C/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","CAAB","37311165","Actinopterygii","Perciformes","Serranidae",NA,"Triso","dermopterus","Triso dermopterus","Oval Rockcod","Australia","NW, TE","FishBase","7375",NA,NA,0.01148,3.04,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",54.23,"Australia, China, Chinese Taipei, Hong Kong, Japan, Korea (North), Korea (South), Viet Nam, Ogasawara Is.","native",68,NA,"Fishbase","3.4","0.45","based on food items","10","103",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,"Y","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","CAAB","37311166","Actinopterygii","Perciformes","Serranidae",NA,"Variola","louti","Variola louti","Yellowedge Coronation Trout","Australia","NW, TE, CS","FishBase","5354",47.5999984741211,"TL",0.013,3.09,0.569500029087067,1.14903751015663,"Species specific",43.34,"American Samoa, Australia, Sri Lanka, China, Chinese Taipei, Christmas I., Cocos Is. (Keel), Comoros, Mayotte, Cook Is., Fiji, Tuamotu Is., Marquesas Is., French Polynesia, Bassas da India, Djibouti, Kiribati, Guam, Hong Kong, India, Indonesia, Japan, Ryukyu Is., Jordan, Kenya, Madagascar, Malaysia, Maldives, Mauritius, Mozambique, Oman, New Caledonia, Niue, North Marianas, Micronesia, Marshall Is., Palau, Papua New Guinea, Philippines, Pitcairn, Timor-Leste, La Reunion Is., Saudi Arabia, Seychelles, Viet Nam, Somalia, South Africa, Sudan, Thailand, Tonga, Tuvalu, Egypt, Chagos Is., Tanzania, Wake I., Wallis Futuna, Samoa, Yemen, Eritrea, Andaman Is., Rodriguez, Ogasawara Is., Lord Howe I., Socotra Arch.","native",83,"TL","Fishbase","4.3","0.7","based on diet studies","3","250","higher carnivore","Demersal","Hard bottom",24.50905,"Harvey et al 2020",NA,"Least Concern","Y","C/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","CAAB","37311169","Actinopterygii","Perciformes","Moronidae",NA,"Lateolabrax","japonicus","Lateolabrax japonicus","Japanese Seaperch","Australia","TE","FishBase","4589",NA,"TL",0.00682,3.151,0,1.02942496538162,"Species specific",52.35,"Australia, China, Chinese Taipei, Hong Kong, Japan, Korea (North), Korea (South), Russia, Viet Nam","not established",102,NA,"Fishbase","3.1","0.3","based on diet studies",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","CAAB","37311170","Actinopterygii","Perciformes","Polyprionidae",NA,"Polyprion","americanus","Polyprion americanus","Bass Groper","Australia","SE, SW, TE","FishBase","349",76.4000015258789,"TL",0.02337,2.921,NA,NA,"Species specific",77.75,"Albania, Algeria, Angola, Argentina, Australia, Bosnia Herzegov., Brazil, Cameroon, Canada, Cape Verde, China, Congo, Congo Dem Rp, Croatia, Cyprus, Benin, Eq Guinea, France, Gabon, Gambia, Ghana, Gibraltar, Greece, Guinea, Iceland, Ireland, Israel, Italy, Ivory Coast, Lebanon, Liberia, Libya, Malta, Mauritania, Monaco, Montenegro, Morocco, Namibia, New Zealand, Kermadec Is., Nigeria, Norway, Portugal, Madeira Is., Guinea-Bissau, Senegal, Sierra Leone, Slovenia, South Africa, Spain, Canary Is., West Sahara, Sweden, Syria, Togo, Tunisia, Turkey, Egypt, UK, UK Engld Wal, UK Scotland, UK No Ireld, Tristan da Cunha, Channel Is., Isle of Man, USA, Uruguay","native",210,"TL","Fishbase","4.1","0.64","based on food items","100","900",NA,NA,NA,NA,"Harvey et al 2020",NA,"Data Deficient","Y","C/R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","CAAB","37311173","Actinopterygii","Perciformes","Serranidae",NA,"Epinephelus","magniscuttis","Epinephelus magniscuttis","Speckled Grouper","Australia","CS","FishBase","6469",NA,"TL",0.0271,3.268,0,1,"Species specific",53.08,"Australia, Mayotte, Fiji, Mauritius, Mozambique, New Caledonia, Papua New Guinea, Philippines, La Reunion Is., South Africa, Tonga, Socotra Arch.","native",150,"TL","Fishbase","4.1","0.5","based on size and trophs of closest relative","50","300",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","CAAB","37311177","Actinopterygii","Perciformes","Serranidae",NA,"Epinephelus","miliaris","Epinephelus miliaris","Netfin Grouper","Australia","NW","FishBase","7353",NA,NA,0.01175,3.04,NA,NA,"Based on LWR estimates for this Genus-body shape.",25.05,"American Samoa, Australia, Solomon Is., Comoros, Mayotte, Cook Is., Fiji, Kiribati, Indonesia, Japan, Ryukyu Is., Madagascar, Maldives, Mauritius, Mozambique, Micronesia, Palau, Papua New Guinea, Seychelles, Tonga, Tuvalu, Chagos Is., Tanzania, Wallis Futuna, Samoa, Andaman Is.","native",53,NA,"Fishbase","3.8","0.62","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","CAAB","37311189","Actinopterygii","Perciformes","Serranidae",NA,"Caprodon","krasyukovae","Caprodon krasyukovae","Krasyukova's Perch","Australia","TE","FishBase","61254",NA,NA,0.01349,3,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",42.94,"Australia, Norfolk I., Lord Howe I.","native",47,"SL","Fishbase","3.7","0.5","based on size and trophs of closest relative","55","300",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","CAAB","37311190","Actinopterygii","Perciformes","Serranidae",NA,"Epinephelus","retouti","Epinephelus retouti","Redtip Grouper","Australia","TE","FishBase","7361",NA,NA,0.01175,3.04,NA,NA,"Based on LWR estimates for this Genus-body shape.",40,"American Samoa, Australia, China, Chinese Taipei, Christmas I., Mayotte, Fiji, Tahiti, Tuamotu Is., French Polynesia, Kiribati, Indonesia, Japan, Ryukyu Is., Madagascar, Maldives, Mauritius, Mozambique, Oman, New Caledonia, Caroline I., Micronesia, Palau, La Reunion Is., South Africa, Tonga, United Arab Em., Chagos Is., Samoa, Ogasawara Is.","native",50,NA,"Fishbase","4.0","0.65","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","CAAB","37311193","Actinopterygii","Perciformes","Serranidae",NA,"Cephalopholis","igarashiensis","Cephalopholis igarashiensis","a rockcod","Australia","NW, N","FishBase","5366",NA,"FL",0.0491,2.748,0,1,"Species specific",25.61,"Chinese Taipei, Christmas I., Cook Is., Fiji, Tahiti, French Polynesia, Guam, Japan, Ryukyu Is., Malaysia, North Marianas, Micronesia, Palau, Philippines, Tuvalu, Wallis Futuna, Samoa, Ogasawara Is.",NA,43,"TL","Fishbase","4.0","0.66","based on food items","80","250",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","CAAB","37311206","Actinopterygii","Perciformes","Serranidae",NA,"Cephalopholis","polleni","Cephalopholis polleni","a temperate bass","Australia","Cocos Islands, Christmas Island","FishBase","6452",NA,NA,0.01259,3.04,NA,NA,"Based on LWR estimates for this Genus-body shape.",33,"Australia, Sri Lanka, Christmas I., Cocos Is. (Keel), Comoros, Mayotte, French Polynesia, Kiribati, Guam, Indonesia, Japan, Ryukyu Is., Madagascar, Maldives, Mauritius, Mozambique, North Marianas, Palau, Papua New Guinea, Philippines, Timor-Leste, La Reunion Is., Chagos Is., Rodriguez","native",43,"TL","Fishbase","4.2","0.7","based on size and trophs of closest relative","10","120",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","CAAB","37311232","Actinopterygii","Perciformes","Serranidae",NA,"Epinephelus","fuscomarginatus","Epinephelus fuscomarginatus","a rockcod","Australia","CS","FishBase","69505",NA,NA,0.01175,3.04,NA,NA,"Based on LWR estimates for this Genus-body shape.",47.52,"Australia","native",57,"SL","Fishes of Australia","3.9","0.5","based on size and trophs of closest relative","220","230",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","CAAB","37311246","Actinopterygii","Perciformes","Serranidae",NA,"Epinephelus","poecilonotus","Epinephelus poecilonotus","a rockcod","Australia","NW","FishBase","7357",NA,NA,0.01175,3.04,NA,NA,"Based on LWR estimates for this Genus-body shape.",46,"Australia, Sri Lanka, China, Chinese Taipei, Comoros, Fiji, India, Japan, Kenya, Korea (North), Korea (South), Madagascar, Maldives, Mauritius, Mozambique, Oman, La Reunion Is., Viet Nam, Somalia, South Africa, Chagos Is., Tanzania, Rodriguez, Ogasawara Is.","native",65,NA,"Fishbase","4.0","0.66","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","CAAB","37320001","Actinopterygii","Perciformes","Glaucosomatidae",NA,"Glaucosoma","buergeri","Glaucosoma buergeri","Northern Pearl Perch","Australia","NW","FishBase","10793",NA,"TL",0.04507,2.725,-0.135550007224083,1.02875000238419,"Species specific",56.51,"Australia, China, Chinese Taipei, Japan, Philippines, Viet Nam","native",55,"TL","Fishbase","4.2","0.5","based on size and trophs of closest relative","40","150",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,"Y","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","CAAB","37320003","Actinopterygii","Perciformes","Glaucosomatidae",NA,"Glaucosoma","scapulare","Glaucosoma scapulare","Pearl Perch","Australia","TE, CS","FishBase","14958",NA,NA,0.01995,3.01,NA,NA,"Based on all LWR estimates for this body shape.",55.59,"Australia","endemic",70,"TL","Fishbase","4.3","0.6","based on size and trophs of closest relative","5","90","higher carnivore","pelagic site attached","Hard bottom",21.463,"Harvey et al 2020",NA,NA,"Y","C/R",NA,NA,NA,NA,350,NA,300,NA,NA,NA,NA,NA,NA,NA
"271","CAAB","37320004","Actinopterygii","Perciformes","Glaucosomatidae",NA,"Glaucosoma","hebraicum","Glaucosoma hebraicum","West Australian Dhufish","Australia","NW, SW","FishBase","14956",39.3666667938232,"TL",0.02107,2.9435,0,1.01595997810364,"Species specific",64.15,"Australia, China, Chinese Taipei, Hong Kong, Japan, Malaysia","endemic",122,"TL","Fishbase","4.3","0.62","based on food items","3","200","higher carnivore","Demersal","Hard bottom",20.95656,"Harvey et al 2020",NA,NA,"Y","C/R",NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","CAAB","37323004","Actinopterygii","Perciformes","Kuhliidae",NA,"Kuhlia","rupestris","Kuhlia rupestris","Jungle Perch","Australia","CS, TE","FishBase","7715",26.5,NA,0.01413,3.06,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",35,"American Samoa, Australia, Solomon Is., Chinese Taipei, Comoros, Mayotte, Fiji, Tuamotu Is., French Polynesia, Guam, India, Indonesia, Japan, Ryukyu Is., Kenya, Madagascar, Mauritius, Mozambique, New Caledonia, Vanuatu, North Marianas, Micronesia, Palau, Papua New Guinea, Philippines, Timor-Leste, La Reunion Is., Seychelles, Somalia, South Africa, Tanzania, Wallis Futuna, Samoa, Andaman Is., Rodriguez, Ogasawara Is.","native",45,"TL","Fishbase","3.2","0.45","based on food items","0","50",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","CAAB","37326002","Actinopterygii","Perciformes","Priacanthidae",NA,"Cookeolus","japonicus","Cookeolus japonicus","Longfin Bigeye","Australia","SW, CS, TE","FishBase","3517",NA,"TL",0.0469,2.7,0,1,"Species specific",27.21,"Argentina, Australia, Bermuda, Brazil, Myanmar, Easter I., Chinese Taipei, Colombia, Comoros, Mayotte, Costa Rica, Ecuador, El Salvador, Fiji, Tuamotu Is., French Guiana, French Polynesia, Guam, Guatemala, Guyana, Honduras, Indonesia, Japan, Korea (South), Maldives, Mauritius, Mexico, Mozambique, Oman, Curaçao I., Aruba, New Caledonia, Nicaragua, Panama, Papua New Guinea, Peru, La Reunion Is., St Helena, Seychelles, Somalia, South Africa, Suriname, Tonga, Trinidad Tobago, Ascension I., USA, Hawaii, Uruguay, Venezuela, Revillagigedo Is., Ogasawara Is.","native",69,"TL","Fishbase","3.5","0.60","based on food items","60","402",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","CAAB","37326005","Actinopterygii","Perciformes","Priacanthidae",NA,"Priacanthus","hamrur","Priacanthus hamrur","Lunartail Bigeye","Australia","NW, N, TE, CS","FishBase","5791",22,"FL",0.0325,2.775,0,1,"Species specific",24.42,"American Samoa, Australia, Bahrain, Myanmar, Sri Lanka, Easter I., China, Chinese Taipei, Comoros, Mayotte, Fiji, Tuamotu Is., Marquesas Is., French Polynesia, Bassas da India, Djibouti, Guam, Hong Kong, India, Indonesia, Japan, Jordan, Korea (South), Kuwait, Madagascar, Malaysia, Maldives, Mauritius, Mozambique, Oman, New Caledonia, Vanuatu, North Marianas, Micronesia, Marshall Is., Palau, Papua New Guinea, Philippines, Timor-Leste, Qatar, La Reunion Is., Saudi Arabia, Seychelles, Viet Nam, Somalia, South Africa, Thailand, Tonga, United Arab Em., Egypt, Chagos Is., Tanzania, Hawaii, Wallis Futuna, Samoa, Yemen, Andaman Is., Ogasawara Is., Lord Howe I.","native",45,"TL","Fishbase","3.6","0.5","based on diet studies","3","250","benthic invertivore","benthic","Hard bottom",26.24675,"Harvey et al 2020",NA,"Least Concern","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","CAAB","37327002","Actinopterygii","Perciformes","Dinolestidae",NA,"Dinolestes","lewini","Dinolestes lewini","Longfin Pike","Australia","SW, SE, TE","FishBase","4332",NA,NA,0.00389,3.12,NA,NA,"Based on all LWR estimates for this body shape.",53.6,"Australia","endemic",90,"TL","BRUV Expert","3.7","0.5","based on size and trophs of closest relative","1","65","higher carnivore","pelagic site attached","Hard bottom",16.85218,"Harvey et al 2020",NA,NA,"Y","C/R",NA,NA,300,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA
